substituent,SMILES for benzoic,SMILES for benzoate,Hammett Constant,SMILE Substituent,Isomer,Charge_acid,Multi_acid,Charge_benzoate,Multi_benzoate
N=NPO(OEt)2-m,O=C(O)C1=CC=CC([N]=NP(=O)(OCC)OCC)=C1,O=C([O-])C1=CC=CC([N]=NP(=O)(OCC)OCC)=C1,0.16,[N]=NP(=O)(OCC)OCC,1,0,1,-1,1
N=NPO(OEt)2-p,O=C(O)C1=CC=C([N]=NP(=O)(OCC)OCC)C=C1,O=C([O-])C1=CC=C([N]=NP(=O)(OCC)OCC)C=C1,0.74,[N]=NP(=O)(OCC)OCC,2,0,1,-1,1
PO(OEt)2-m,O=C(O)C1=CC=CC([P](=O)(OCC)OCC)=C1,O=C([O-])C1=CC=CC([P](=O)(OCC)OCC)=C1,0.55,[P](=O)(OCC)OCC,1,0,1,-1,1
PO(OEt)2-p,O=C(O)C1=CC=C([P](=O)(OCC)OCC)C=C1,O=C([O-])C1=CC=C([P](=O)(OCC)OCC)C=C1,0.6,[P](=O)(OCC)OCC,2,0,1,-1,1
P(Et)2-m,O=C(O)C1=CC=CC([P](CC)CC)=C1,O=C([O-])C1=CC=CC([P](CC)CC)=C1,0.1,[P](CC)CC,1,0,1,-1,1
P(Et)2-p,O=C(O)C1=CC=C([P](CC)CC)C=C1,O=C([O-])C1=CC=C([P](CC)CC)C=C1,0.13,[P](CC)CC,2,0,1,-1,1
P(S)Et2-m,O=C(O)C1=CC=CC([P](=S)(CC)CC)=C1,O=C([O-])C1=CC=CC([P](=S)(CC)CC)=C1,0.39,[P](=S)(CC)CC,1,0,1,-1,1
P(S)Et2-p,O=C(O)C1=CC=C([P](=S)(CC)CC)C=C1,O=C([O-])C1=CC=C([P](=S)(CC)CC)C=C1,0.46,[P](=S)(CC)CC,2,0,1,-1,1
CH2N(Me)3+ -m,O=C(O)C1=CC=CC([CH2][N+](C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2][N+](C)(C)C)=C1,0.4,[CH2][N+](C)(C)C,1,1,1,0,1
CH2N(Me)3+-p,O=C(O)C1=CC=C([CH2][N+](C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2][N+](C)(C)C)C=C1,0.44,[CH2][N+](C)(C)C,2,1,1,0,1
CH2CH2NH(Me)2+ -m,O=C(O)C1=CC=CC([CH2]C[NH+](C)C)=C1,O=C([O-])C1=CC=CC([CH2]C[NH+](C)C)=C1,0.24,[CH2]C[NH+](C)C,1,1,1,0,1
CH2CH2NH(Me)2+ -p,O=C(O)C1=CC=C([CH2]C[NH+](C)C)C=C1,O=C([O-])C1=CC=C([CH2]C[NH+](C)C)C=C1,0.14,[CH2]C[NH+](C)C,2,1,1,0,1
CH2OSi(CH3)3-m,O=C(O)C1=CC=CC([CH2]O[Si](C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2]O[Si](C)(C)C)=C1,-0.04,[CH2]O[Si](C)(C)C,1,0,1,-1,1
CH2OSi(CH3)3-p,O=C(O)C1=CC=C([CH2]O[Si](C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2]O[Si](C)(C)C)C=C1,-0.05,[CH2]O[Si](C)(C)C,2,0,1,-1,1
CH2Si(Me)3-m,O=C(O)C1=CC=CC([CH2][Si](C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2][Si](C)(C)C)=C1,-0.16,[CH2][Si](C)(C)C,1,0,1,-1,1
CH2Si(Me)3-p,O=C(O)C1=CC=C([CH2][Si](C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2][Si](C)(C)C)C=C1,-0.21,[CH2][Si](C)(C)C,2,0,1,-1,1
PO(N(Me)2)2-m,O=C(O)C1=CC=CC([P](=O)(N(C)C)N(C)C)=C1,O=C([O-])C1=CC=CC([P](=O)(N(C)C)N(C)C)=C1,0.3,[P](=O)(N(C)C)N(C)C,1,0,1,-1,1
PO(N(Me)2)2-p,O=C(O)C1=CC=C([P](=O)(N(C)C)N(C)C)C=C1,O=C([O-])C1=CC=C([P](=O)(N(C)C)N(C)C)C=C1,0.4,[P](=O)(N(C)C)N(C)C,2,0,1,-1,1
P(N(Me)2)2-m,O=C(O)C1=CC=CC(P([N](C)C)[N](C)C)=C1,O=C([O-])C1=CC=CC(P([N](C)C)[N](C)C)=C1,0.18,P([N](C)C)[N](C)C,1,0,1,-1,1
P(N(Me)2)2-p,O=C(O)C1=CC=C(P([N](C)C)[N](C)C)C=C1,O=C([O-])C1=CC=C(P([N](C)C)[N](C)C)C=C1,0.25,P([N](C)C)[N](C)C,2,0,1,-1,1
C(CN)=C(CN)2-m,O=C(O)C1=CC=CC([C](=C(C#N)C#N)C#N)=C1,O=C([O-])C1=CC=CC([C](=C(C#N)C#N)C#N)=C1,0.77,[C](=C(C#N)C#N)C#N,1,0,1,-1,1
C(CN)=C(CN)2-p,O=C(O)C1=CC=C([C](=C(C#N)C#N)C#N)C=C1,O=C([O-])C1=CC=C([C](=C(C#N)C#N)C#N)C=C1,0.98,[C](=C(C#N)C#N)C#N,2,0,1,-1,1
2-(5-cyanofuryl)-m,O=C(O)C1=CC=CC([c]2ccc(o2)C#N)=C1,O=C([O-])C1=CC=CC([c]2ccc(o2)C#N)=C1,0.25,[c]1ccc(o1)C#N,1,0,1,-1,1
2-(5-cyanofuryl)-p,O=C(O)C1=CC=C([c]2ccc(o2)C#N)C=C1,O=C([O-])C1=CC=C([c]2ccc(o2)C#N)C=C1,0.1,[c]1ccc(o1)C#N,2,0,1,-1,1
2-(5-formylfuryl)-m,O=C(O)C1=CC=CC([c]2ccc(o2)C=O)=C1,O=C([O-])C1=CC=CC([c]2ccc(o2)C=O)=C1,0.22,[c]1ccc(o1)C=O,1,0,1,-1,1
2-(5-formylfuryl)-p,O=C(O)C1=CC=C([c]2ccc(o2)C=O)C=C1,O=C([O-])C1=CC=C([c]2ccc(o2)C=O)C=C1,-0.05,[c]1ccc(o1)C=O,2,0,1,-1,1
2-pyridyl-m,O=C(O)C1=CC=CC([c]2ccccn2)=C1,O=C([O-])C1=CC=CC([c]2ccccn2)=C1,0.33,[c]1ccccn1,1,0,1,-1,1
2-pyridyl-p,O=C(O)C1=CC=C([c]2ccccn2)C=C1,O=C([O-])C1=CC=C([c]2ccccn2)C=C1,0.17,[c]1ccccn1,2,0,1,-1,1
3-pyridyl-m,O=C(O)C1=CC=CC([c]2cccnc2)=C1,O=C([O-])C1=CC=CC([c]2cccnc2)=C1,0.23,[c]1cccnc1,1,0,1,-1,1
3-pyridyl-p,O=C(O)C1=CC=C([c]2cccnc2)C=C1,O=C([O-])C1=CC=C([c]2cccnc2)C=C1,0.25,[c]1cccnc1,2,0,1,-1,1
4-pyridyl-m,O=C(O)C1=CC=CC([c]2ccncc2)=C1,O=C([O-])C1=CC=CC([c]2ccncc2)=C1,0.27,[c]1ccncc1,1,0,1,-1,1
4-pyridyl-p,O=C(O)C1=CC=C([c]2ccncc2)C=C1,O=C([O-])C1=CC=C([c]2ccncc2)C=C1,0.44,[c]1ccncc1,2,0,1,-1,1
"2-(4,6-dimethyl-5-triazinyl)-m",O=C(O)C1=CC=CC([c]2nc(nc(n2)C)C)=C1,O=C([O-])C1=CC=CC([c]2nc(nc(n2)C)C)=C1,0.25,[c]1nc(nc(n1)C)C,1,0,1,-1,1
"2-(4,6-dimethyl-5-triazinyl)-p",O=C(O)C1=CC=C([c]2nc(nc(n2)C)C)C=C1,O=C([O-])C1=CC=C([c]2nc(nc(n2)C)C)C=C1,0.39,[c]1nc(nc(n1)C)C,2,0,1,-1,1
1-cyclopentenyl-m,O=C(O)C1=CC=CC([C]2=CCCC2)=C1,O=C([O-])C1=CC=CC([C]2=CCCC2)=C1,-0.06,[C]1=CCCC1,1,0,1,-1,1
1-cyclopentenyl-p,O=C(O)C1=CC=C([C]2=CCCC2)C=C1,O=C([O-])C1=CC=C([C]2=CCCC2)C=C1,-0.05,[C]1=CCCC1,2,0,1,-1,1
CH=CHCOOEt-m,O=C(O)C1=CC=CC([CH]=CC(=O)OCC)=C1,O=C([O-])C1=CC=CC([CH]=CC(=O)[O-]CC)=C1,0.19,[CH]=CC(=O)OCC,1,0,1,-1,1
CH=CHCOOEt-p,O=C(O)C1=CC=C([CH]=CC(=O)OCC)C=C1,O=C([O-])C1=CC=C([CH]=CC(=O)[O-]CC)C=C1,0.03,[CH]=CC(=O)OCC,2,0,1,-1,1
COC(Me)3-m,O=C(O)C1=CC=CC([C](=O)C(C)(C)C)=C1,O=C([O-])C1=CC=CC([C](=O)C(C)(C)C)=C1,0.27,[C](=O)C(C)(C)C,1,0,1,-1,1
COC(Me)3-p,O=C(O)C1=CC=C([C](=O)C(C)(C)C)C=C1,O=C([O-])C1=CC=C([C](=O)C(C)(C)C)C=C1,0.32,[C](=O)C(C)(C)C,2,0,1,-1,1
NHCO2(CH2)3CH3-m,O=C(O)C1=CC=CC([NH]C(=O)OCCCC)=C1,O=C([O-])C1=CC=CC([NH]C(=O)[O-]CCCC)=C1,0.06,[NH]C(=O)OCCCC,1,0,1,-1,1
NHCO2(CH2)3CH3-p,O=C(O)C1=CC=C([NH]C(=O)OCCCC)C=C1,O=C([O-])C1=CC=C([NH]C(=O)[O-]CCCC)C=C1,-0.05,[NH]C(=O)OCCCC,2,0,1,-1,1
C(Et)(Me)2-m,O=C(O)C1=CC=CC([C](CC)(C)C)=C1,O=C([O-])C1=CC=CC([C](CC)(C)C)=C1,-0.06,[C](CC)(C)C,1,0,1,-1,1
C(Et)(Me)2-p,O=C(O)C1=CC=C([C](CC)(C)C)C=C1,O=C([O-])C1=CC=C([C](CC)(C)C)C=C1,-0.18,[C](CC)(C)C,2,0,1,-1,1
CH2C(CH3)3-m,O=C(O)C1=CC=CC([CH2]C(C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2]C(C)(C)C)=C1,-0.05,[CH2]C(C)(C)C,1,0,1,-1,1
CH2C(CH3)3-p,O=C(O)C1=CC=C([CH2]C(C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2]C(C)(C)C)C=C1,-0.17,[CH2]C(C)(C)C,2,0,1,-1,1
(CH2)4CH3-m,O=C(O)C1=CC=CC([CH2]CCCC)=C1,O=C([O-])C1=CC=CC([CH2]CCCC)=C1,-0.08,[CH2]CCCC,1,0,1,-1,1
(CH2)4CH3-p,O=C(O)C1=CC=C([CH2]CCCC)C=C1,O=C([O-])C1=CC=C([CH2]CCCC)C=C1,-0.15,[CH2]CCCC,2,0,1,-1,1
O(CH2)4CH3-m,O=C(O)C1=CC=CC([O]CCCCC)=C1,O=C([O-])C1=CC=CC([O]CCCCC)=C1,0.1,[O]CCCCC,1,0,1,-1,1
O(CH2)4CH3-p,O=C(O)C1=CC=C([O]CCCCC)C=C1,O=C([O-])C1=CC=C([O]CCCCC)C=C1,-0.34,[O]CCCCC,2,0,1,-1,1
CH2PO(OEt)2-m,O=C(O)C1=CC=CC([CH2]P(=O)(OCC)OCC)=C1,O=C([O-])C1=CC=CC([CH2]P(=O)(OCC)OCC)=C1,0.12,[CH2]P(=O)(OCC)OCC,1,0,1,-1,1
CH2PO(OEt)2-p,O=C(O)C1=CC=C([CH2]P(=O)(OCC)OCC)C=C1,O=C([O-])C1=CC=C([CH2]P(=O)(OCC)OCC)C=C1,0.06,[CH2]P(=O)(OCC)OCC,2,0,1,-1,1
CH2CH2N(CH3)3+ -m,O=C(O)C1=CC=CC([CH2]C[N+](C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2]C[N+](C)(C)C)=C1,0.16,[CH2]C[N+](C)(C)C,1,1,1,0,1
CH2CH2N(CH3)3+-p,O=C(O)C1=CC=C([CH2]C[N+](C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2]C[N+](C)(C)C)C=C1,0.13,[CH2]C[N+](C)(C)C,2,1,1,0,1
CH2CH2Si(CH3)3-m,O=C(O)C1=CC=CC([CH2]C[Si](C)(C)C)=C1,O=C([O-])C1=CC=CC([CH2]C[Si](C)(C)C)=C1,-0.16,[CH2]C[Si](C)(C)C,1,0,1,-1,1
CH2CH2Si(CH3)3-p,O=C(O)C1=CC=C([CH2]C[Si](C)(C)C)C=C1,O=C([O-])C1=CC=C([CH2]C[Si](C)(C)C)C=C1,-0.17,[CH2]C[Si](C)(C)C,2,0,1,-1,1
Si(Me)2OSi(Me)3-m,O=C(O)C1=CC=CC([Si](C)(C)O[Si](C)(C)C)=C1,O=C([O-])C1=CC=CC([Si](C)(C)O[Si](C)(C)C)=C1,0,[Si](C)(C)O[Si](C)(C)C,1,0,1,-1,1
Si(Me)2OSi(Me)3-p,O=C(O)C1=CC=C([Si](C)(C)O[Si](C)(C)C)C=C1,O=C([O-])C1=CC=C([Si](C)(C)O[Si](C)(C)C)C=C1,-0.01,[Si](C)(C)O[Si](C)(C)C,2,0,1,-1,1
C6Cl5-m,O=C(O)C1=CC=CC([c]2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)=C1,O=C([O-])C1=CC=CC([c]2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)=C1,0.25,[c]1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,1,0,1,-1,1
C6Cl5-p,O=C(O)C1=CC=C([c]2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)C=C1,O=C([O-])C1=CC=C([c]2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)C=C1,0.24,[c]1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,2,0,1,-1,1
C6F5-m,O=C(O)C1=CC=CC([c]2c(c(c(c(c2F)F)F)F)F)=C1,O=C([O-])C1=CC=CC([c]2c(c(c(c(c2F)F)F)F)F)=C1,0.26,[c]1c(c(c(c(c1F)F)F)F)F,1,0,1,-1,1
C6F5-p,O=C(O)C1=CC=C([c]2c(c(c(c(c2F)F)F)F)F)C=C1,O=C([O-])C1=CC=C([c]2c(c(c(c(c2F)F)F)F)F)C=C1,0.27,[c]1c(c(c(c(c1F)F)F)F)F,2,0,1,-1,1
P(O)(C3F7)2-m,O=C(O)C1=CC=CC([P](=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,O=C([O-])C1=CC=CC([P](=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,0.95,[P](=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,1,0,1,-1,1
P(O)(C3F7)2-p,O=C(O)C1=CC=C([P](=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,O=C([O-])C1=CC=C([P](=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,1.1,[P](=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,2,0,1,-1,1
OP(O)(C3F7)2-m,O=C(O)C1=CC=CC([O]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,O=C([O-])C1=CC=CC([O]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,0.66,[O]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,1,0,1,-1,1
OP(O)(C3F7)2-p,O=C(O)C1=CC=C([O]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,O=C([O-])C1=CC=C([O]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,0.56,[O]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,2,0,1,-1,1
NHP(O)(C3F7)2-m,O=C(O)C1=CC=CC([NH]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,O=C([O-])C1=CC=CC([NH]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)=C1,0.28,[NH]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,1,0,1,-1,1
NHP(O)(C3F7)2-p,O=C(O)C1=CC=C([NH]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,O=C([O-])C1=CC=C([NH]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C=C1,0.18,[NH]P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,2,0,1,-1,1
CH2Mn(CO)5-m,O=C(O)C1=CC=CC([CH2][Mn](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+])=C1,O=C([O-])C1=CC=CC([CH2][Mn](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+])=C1,-0.53,[CH2][Mn](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+],1,0,1,-1,1
CH2Mn(CO)5-p,O=C(O)C1=CC=C([CH2][Mn](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+])C=C1,O=C([O-])C1=CC=C([CH2][Mn](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+])C=C1,-0.68,[CH2][Mn](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+],2,0,1,-1,1
CH2Co(CN)5-m,O=C(O)C1=CC=CC([CH2][Co-3](C#N)(C#N)(C#N)(C#N)C#N)=C1,O=C([O-])C1=CC=CC([CH2][Co-3](C#N)(C#N)(C#N)(C#N)C#N)=C1,-0.14,[CH2][Co-3](C#N)(C#N)(C#N)(C#N)C#N,1,0,1,-1,1
CH2Co(CN)5-p,O=C(O)C1=CC=C([CH2][Co-3](C#N)(C#N)(C#N)(C#N)C#N)C=C1,O=C([O-])C1=CC=C([CH2][Co-3](C#N)(C#N)(C#N)(C#N)C#N)C=C1,-0.44,[CH2][Co-3](C#N)(C#N)(C#N)(C#N)C#N,2,0,1,-1,1
"C6H2-2,4,6-(NO2)3-m",O=C(O)C1=CC=CC([c]2c(cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])=C1,O=C([O-])C1=CC=CC([c]2c(cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])=C1,0.26,[c]1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1,0,1,-1,1
"C6H2-2,4,6-(NO2)3-p",O=C(O)C1=CC=C([c]2c(cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C=C1,O=C([O-])C1=CC=C([c]2c(cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C=C1,0.3,[c]1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2,0,1,-1,1
C6H4-3-Br-m,O=C(O)C1=CC=CC([c]2cc(ccc2)Br)=C1,O=C([O-])C1=CC=CC([c]2cc(ccc2)Br)=C1,0.09,[c]1cc(ccc1)Br,1,0,1,-1,1
C6H4-3-Br-p,O=C(O)C1=CC=C([c]2cc(ccc2)Br)C=C1,O=C([O-])C1=CC=C([c]2cc(ccc2)Br)C=C1,0.08,[c]1cc(ccc1)Br,2,0,1,-1,1
C6H4-4-Br-m,O=C(O)C1=CC=CC([c]2ccc(cc2)Br)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)Br)=C1,0.15,[c]1ccc(cc1)Br,1,0,1,-1,1
C6H4-4-Br-p,O=C(O)C1=CC=C([c]2ccc(cc2)Br)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)Br)C=C1,0.12,[c]1ccc(cc1)Br,2,0,1,-1,1
C6H4-3-Cl-m,O=C(O)C1=CC=CC([c]2cc(ccc2)Cl)=C1,O=C([O-])C1=CC=CC([c]2cc(ccc2)Cl)=C1,0.15,[c]1cc(ccc1)Cl,1,0,1,-1,1
C6H4-3-Cl-p,O=C(O)C1=CC=C([c]2cc(ccc2)Cl)C=C1,O=C([O-])C1=CC=C([c]2cc(ccc2)Cl)C=C1,0.1,[c]1cc(ccc1)Cl,2,0,1,-1,1
C6H4-4-Cl-m,O=C(O)C1=CC=CC([c]2ccc(cc2)Cl)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)Cl)=C1,0.15,[c]1ccc(cc1)Cl,1,0,1,-1,1
C6H4-4-Cl-p,O=C(O)C1=CC=C([c]2ccc(cc2)Cl)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)Cl)C=C1,0.12,[c]1ccc(cc1)Cl,2,0,1,-1,1
C6H4-3-F-m,O=C(O)C1=CC=CC([c]2cc(ccc2)F)=C1,O=C([O-])C1=CC=CC([c]2cc(ccc2)F)=C1,0.15,[c]1cc(ccc1)F,1,0,1,-1,1
C6H4-3-F-p,O=C(O)C1=CC=C([c]2cc(ccc2)F)C=C1,O=C([O-])C1=CC=C([c]2cc(ccc2)F)C=C1,0.1,[c]1cc(ccc1)F,2,0,1,-1,1
C6H4-4-F-m,O=C(O)C1=CC=CC([c]2ccc(cc2)F)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)F)=C1,0.12,[c]1ccc(cc1)F,1,0,1,-1,1
C6H4-4-F-p,O=C(O)C1=CC=C([c]2ccc(cc2)F)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)F)C=C1,0.06,[c]1ccc(cc1)F,2,0,1,-1,1
OC6H4-4-F-m,O=C(O)C1=CC=CC([O]c2ccc(cc2)F)=C1,O=C([O-])C1=CC=CC([O]c2ccc(cc2)F)=C1,-0.08,[O]c1ccc(cc1)F,1,0,1,-1,1
OC6H4-4-F-p,O=C(O)C1=CC=C([O]c2ccc(cc2)F)C=C1,O=C([O-])C1=CC=C([O]c2ccc(cc2)F)C=C1,-0.1,[O]c1ccc(cc1)F,2,0,1,-1,1
C6H4-3-I-m,O=C(O)C1=CC=CC([c]2cc(ccc2)I)=C1,O=C([O-])C1=CC=CC([c]2cc(ccc2)I)=C1,0.13,[c]1cc(ccc1)I,1,0,1,-1,1
C6H4-3-I-p,O=C(O)C1=CC=C([c]2cc(ccc2)I)C=C1,O=C([O-])C1=CC=C([c]2cc(ccc2)I)C=C1,0.06,[c]1cc(ccc1)I,2,0,1,-1,1
C6H4-4-I-m,O=C(O)C1=CC=CC([c]2ccc(cc2)I)=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)I)=C1,0.14,[c]1ccc(cc1)I,1,0,1,-1,1
C6H4-4-I-p,O=C(O)C1=CC=C([c]2ccc(cc2)I)C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)I)C=C1,0.1,[c]1ccc(cc1)I,2,0,1,-1,1
C6H4-3-NO2-m,O=C(O)C1=CC=CC([c]2cc(ccc2)[N+](=O)[O-])=C1,O=C([O-])C1=CC=CC([c]2cc(ccc2)[N+](=O)[O-])=C1,0.21,[c]1cc(ccc1)[N+](=O)[O-],1,0,1,-1,1
C6H4-3-NO2-p,O=C(O)C1=CC=C([c]2cc(ccc2)[N+](=O)[O-])C=C1,O=C([O-])C1=CC=C([c]2cc(ccc2)[N+](=O)[O-])C=C1,0.2,[c]1cc(ccc1)[N+](=O)[O-],2,0,1,-1,1
C6H4-4-NO2-m,O=C(O)C1=CC=CC([c]2ccc(cc2)[N+](=O)[O-])=C1,O=C([O-])C1=CC=CC([c]2ccc(cc2)[N+](=O)[O-])=C1,0.25,[c]1ccc(cc1)[N+](=O)[O-],1,0,1,-1,1
C6H4-4-NO2-p,O=C(O)C1=CC=C([c]2ccc(cc2)[N+](=O)[O-])C=C1,O=C([O-])C1=CC=C([c]2ccc(cc2)[N+](=O)[O-])C=C1,0.26,[c]1ccc(cc1)[N+](=O)[O-],2,0,1,-1,1
SC6H4-4-NO2-m,O=C(O)C1=CC=CC([S]c2ccc(cc2)[N+](=O)[O-])=C1,O=C([O-])C1=CC=CC([S]c2ccc(cc2)[N+](=O)[O-])=C1,0.32,[S]c1ccc(cc1)[N+](=O)[O-],1,0,1,-1,1
SC6H4-4-NO2-p,O=C(O)C1=CC=C([S]c2ccc(cc2)[N+](=O)[O-])C=C1,O=C([O-])C1=CC=C([S]c2ccc(cc2)[N+](=O)[O-])C=C1,0.24,[S]c1ccc(cc1)[N+](=O)[O-],2,0,1,-1,1
SOC6H4-4-NO2-m,O=C(O)C1=CC=CC([S]Oc2ccc(cc2)[N+](=O)[O-])=C1,O=C([O-])C1=CC=CC([S]Oc2ccc(cc2)[N+](=O)[O-])=C1,0.58,[S]Oc1ccc(cc1)[N+](=O)[O-],1,0,1,-1,1
SOC6H4-4-NO2-p,O=C(O)C1=CC=C([S]Oc2ccc(cc2)[N+](=O)[O-])C=C1,O=C([O-])C1=CC=C([S]Oc2ccc(cc2)[N+](=O)[O-])C=C1,0.6,[S]Oc1ccc(cc1)[N+](=O)[O-],2,0,1,-1,1
2-benzotriazolyl-m,O=C(O)C1=CC=CC([n]2nc2c(cccc2)n2)=C1,O=C([O-])C1=CC=CC([n]2nc2c(cccc2)n2)=C1,0.49,[n]1nc2c(cccc2)n1,1,0,1,-1,1
2-benzotriazolyl-p,O=C(O)C1=CC=C([n]2nc2c(cccc2)n2)C=C1,O=C([O-])C1=CC=C([n]2nc2c(cccc2)n2)C=C1,0.51,[n]1nc2c(cccc2)n1,2,0,1,-1,1
C6H5-m,O=C(O)C1=CC=CC([c]2ccccc2)=C1,O=C([O-])C1=CC=CC([c]2ccccc2)=C1,0.06,[c]1ccccc1,1,0,1,-1,1
C6H5-p,O=C(O)C1=CC=C([c]2ccccc2)C=C1,O=C([O-])C1=CC=C([c]2ccccc2)C=C1,-0.01,[c]1ccccc1,2,0,1,-1,1
N(O)=NSO2C6H5-m,O=C(O)C1=CC=CC([N+](=NS(=O)(=O)c2ccccc2)O)=C1,O=C([O-])C1=CC=CC([N+](=NS(=O)(=O)c2ccccc2)O)=C1,0.69,[N+](=NS(=O)(=O)c1ccccc1)O,1,0,1,-1,1
N(O)=NSO2C6H5-p,O=C(O)C1=CC=C([N+](=NS(=O)(=O)c2ccccc2)O)C=C1,O=C([O-])C1=CC=C([N+](=NS(=O)(=O)c2ccccc2)O)C=C1,0.79,[N+](=NS(=O)(=O)c1ccccc1)O,2,0,1,-1,1
N=NC6H5-m,O=C(O)C1=CC=CC([N]=Nc2ccccc2)=C1,O=C([O-])C1=CC=CC([N]=Nc2ccccc2)=C1,0.32,[N]=Nc1ccccc1,1,0,1,-1,1
N=NC6H5-p,O=C(O)C1=CC=C([N]=Nc2ccccc2)C=C1,O=C([O-])C1=CC=C([N]=Nc2ccccc2)C=C1,0.39,[N]=Nc1ccccc1,2,0,1,-1,1
OC6H5-m,O=C(O)C1=CC=CC(Oc2ccccc2)=C1,O=C([O-])C1=CC=CC(Oc2ccccc2)=C1,0.25,Oc1ccccc1,1,0,1,-1,1
OC6H5-p,O=C(O)C1=CC=C(Oc2ccccc2)C=C1,O=C([O-])C1=CC=C(Oc2ccccc2)C=C1,-0.03,Oc1ccccc1,2,0,1,-1,1
SOC6H5-m,O=C(O)C1=CC=CC([S](=O)c2ccccc2)=C1,O=C([O-])C1=CC=CC([S](=O)c2ccccc2)=C1,0.5,[S](=O)c1ccccc1,1,0,1,-1,1
SOC6H5-p,O=C(O)C1=CC=C([S](=O)c2ccccc2)C=C1,O=C([O-])C1=CC=C([S](=O)c2ccccc2)C=C1,0.44,[S](=O)c1ccccc1,2,0,1,-1,1
